,Unnamed: 0,Movie_Title,Release_Year,URL_Movie_Names,Rottentomatoes_URLs,Rating,Genre,Original Language,Director,Producer,Cast and Crew,Writer,Release Date (Theaters),Release Date (Streaming),Rerelease Date (Theaters),Box Office (Gross USA),Runtime,Distributor,Production Co,Sound Mix,Aspect Ratio,Synopsis,Tomatometer,Tomatometer State,Audience Score,Critics Concensus,View the collection,Release Date (DVD)
662,662,The Flying Sailor,2022,the_flying_sailor,https://www.rottentomatoes.com/m/the_flying_sailor,,"Drama, Animation",,"Amanda Forbis, Wendy Tilby",David Christensen,"Amanda Forbis (Director), Wendy Tilby (Director), Amanda Forbis (Screenwriter), Wendy Tilby (Screenwriter), David Christensen (Producer), David Christensen (Original Music)","Amanda Forbis, Wendy Tilby",,,,,8m,,National Film Board of Canada (NFB),,,"
                    When a nearby ship explodes, a sailor embarks on an unexpected existential journey. An exploration of the fragility of life through a sailor's near-death experience inspired by the real-life catastrophic Halifax explosion of 1917.
                ",,,,NaN,,
663,663,The Gatekeepers,2012,the_gatekeepers,https://www.rottentomatoes.com/m/the_gatekeepers,PG-13 (Violent Content|Disturbing Images),Documentary,Hebrew,Dror Moreh,"Dror Moreh, Estelle Fialon, Philippa Kowarsky","Ami Ayalon (Self), Avi Dichter (Self), Dror Moreh (Director), Dror Moreh (Producer), Estelle Fialon (Producer), Philippa Kowarsky (Producer)",,"Feb 1, 2013 limited","Jul 9, 2013",,$2.4M,1h 36m,Sony Pictures Classics,"Cinephil, Les Films du Poisson",,,"
                    Six former heads of Israel's secret service agency, the Shin Bet, discuss their organization's successes and failures since the Six Day War in 1967.
                ",94,certified-fresh,79,"Strikingly stark, brutally honest, and rivetingly assembled, The Gatekeepers offers essential perspective on a seemingly intractable war from some of the men who fought it.",,
664,664,The Girl with the Dragon Tattoo,2011,the_girl_with_the_dragon_tattoo,https://www.rottentomatoes.com/m/the_girl_with_the_dragon_tattoo,R (Graphic Nudity|Brutal Violent Content|Torture|Language|Rape|Strong Sexuality),"Mystery & thriller, Crime, Drama",English,David Fincher,"Scott Rudin, Ole Søndberg, Søren Stærmose, Ceán Chaffin","Daniel Craig (Mikael Blomkvist), Rooney Mara (Lisbeth Salander), Christopher Plummer (Henrik Vanger), Stellan Skarsgård (Martin Vanger), Steven Berkoff (Dirch Frode), Robin Wright (Erika Berger), Yorick van Wageningen (Nils Bjurman), Joely Richardson (Anita Vanger), Geraldine James (Cecilia Vanger), Goran Visnjic (Armansky), Donald Sumpter (Det. Morell), Ulf Friberg (Wennerström), Bengt C.W. Carlsson (Palmgren), Tony Way (Plague), Per Myrberg (Harald), Josefin Asplund (Pernilla), Eva Fritjofson (Anna), Moa Garpendal (Harriet), Maia Hansson Bergqvist (Young Anna), Sarah Appelberg (Young Cecilia), David Fincher (Director), Steven Zaillian (Screenwriter), Scott Rudin (Producer), Ole Søndberg (Producer), Søren Stærmose (Producer), Ceán Chaffin (Producer), Steven Zaillian (Executive Producer), Mikael Wallen (Executive Producer), Anni Faurbye Fernandez (Executive Producer), Jeff Cronenweth (Cinematographer), Donald Graham Burt (Production Design), Kirk Baxter (Film Editing), Angus Wall (Film Editing), Trish Summerville (Costume Design), Trent Reznor (Original Music), Atticus Ross (Original Music), Laray Mayfield (Casting), Stephanie Portnoy Porter (Wardrobe)",Steven Zaillian,"Dec 20, 2011 wide","Sep 3, 2013",,$102.5M,2h 38m,Sony Pictures,"Scott Rudin Productions, Yellow Bird","SDDS, Dolby Digital",,"
                    Disgraced financial reporter Mikael Blomkvist (Daniel Craig) finds a chance to redeem his honor after being hired by wealthy Swedish industrialist Henrik Vanger (Christopher Plummer) to solve the 40-year-old murder of Vanger's niece, Harriet. Vanger believes that Harriet was killed by a member of his own family. Eventually joining Blomkvist on his dangerous quest for the truth is Lisbeth Salander (Rooney Mara), an unusual but ingenious investigator whose fragile trust is not easily won.
                ",86,certified-fresh,86,"Brutal yet captivating, The Girl With the Dragon Tattoo is the result of David Fincher working at his lurid best with total role commitment from star Rooney Mara.",,
665,665,The Grand Budapest Hotel,2014,the_grand_budapest_hotel,https://www.rottentomatoes.com/m/the_grand_budapest_hotel,R (Some Sexual Content|Language|Violence),"Comedy, Drama",English,Wes Anderson,"Wes Anderson, Scott Rudin, Steven Rales, Jeremy Dawson","Ralph Fiennes (M. Gustave H.), F. Murray Abraham (Mr. Moustafa), Mathieu Amalric (Serge), Adrien Brody (Dmitri), Willem Dafoe (Jopling), Jeff Goldblum (Kovacs), Jude Law (Young Writer), Harvey Keitel (Ludwig), Bill Murray (M. Ivan), Ed Norton (Henckels), Saoirse Ronan (Agatha), Jason Schwartzman (M. Jean), Tilda Swinton (Madame D.), Tom Wilkinson (Author), Owen Wilson (M. Chuck), Tony Revolori (Zero), Léa Seydoux (Clotilde), Wes Anderson (Director), Wes Anderson (Screenwriter), Wes Anderson (Producer), Scott Rudin (Producer), Steven Rales (Producer), Jeremy Dawson (Producer), Molly Cooper (Executive Producer), Charlie Woebcken (Executive Producer), Christoph Fisser (Executive Producer), Henning Molfenter (Executive Producer), Robert Yeoman (Cinematographer), Barney Pilling (Film Editing), Alexandre Desplat (Original Music), Adam Stockhausen (Production Design), Gerald Sullivan (Supervising Art Direction), Steve Summersgill (Art Director), Anna Pinnock (Set Decoration), Milena Canonero (Costume Design), Douglas Aibel (Casting), Jina Jay (Casting)",Wes Anderson,"Mar 7, 2014 limited","Dec 1, 2015","Jan 16, 2015",$59.1M,1h 39m,Fox Searchlight,American Empirical Pictures,"Datasat, SDDS, Dolby Digital",,"
                    In the 1930s, the Grand Budapest Hotel is a popular European ski resort, presided over by concierge Gustave H. (Ralph Fiennes). Zero, a junior lobby boy, becomes Gustave's friend and protege. Gustave prides himself on providing first-class service to the hotel's guests, including satisfying the sexual needs of the many elderly women who stay there. When one of Gustave's lovers dies mysteriously, Gustave finds himself the recipient of a priceless painting and the chief suspect in her murder.
                ",92,certified-fresh,86,"Typically stylish but deceptively thoughtful, The Grand Budapest Hotel finds Wes Anderson once again using ornate visual environments to explore deeply emotional ideas.",,
666,666,The Grandmaster,2013,the_grandmaster,https://www.rottentomatoes.com/m/the_grandmaster,PG-13 (Language|Brief Drug Use|Some Smoking|Violence),"Biography, Drama",Chinese,Kar-Wai Wong,Jacky Yee Wah Pang,"Tony Leung Chiu Wai (Ip Man), Zhang Ziyi (Gong Er), Chang Chen (Razor), Qingxiang Wang (Gong Yutien), Zhang Jin (Ma San), Benshan Zhao (), Song Hye-kyo (Zhang Yongcheng), Cung Le (Iron Shoes), Kar-Wai Wong (Director), Zou Jingzhi (Screenwriter), Xu Haofeng (Screenwriter), Jacky Yee Wah Pang (Producer), Chan Ye Cheng (Executive Producer), Megan Ellison (Executive Producer), See-Yuen Ng (Executive Producer), Song Dai (Executive Producer)","Zou Jingzhi, Xu Haofeng","Aug 23, 2013 limited","Nov 15, 2014",,$6.6M,2h 10m,Weinstein Co.,,,,"
                    The fall of China's last dynasty, a time of chaos, division and war, is the golden age of Chinese martial arts. Legendary kung fu master Ip Man, who will eventually train Bruce Lee, finds his peaceful life interrupted by vengeance.
                ",78,certified-fresh,59,"Though its storytelling is a tad muddled, Wong Kar Wai's The Grandmaster still exhibits the auteur's stylistic flourishes in gorgeous cinematography and explosive action set pieces.",,
667,667,The Great Beauty,2013,the_great_beauty,https://www.rottentomatoes.com/m/the_great_beauty,,"Comedy, Drama",Italian,Paolo Sorrentino,"Nicola Giuliano, Francesca Cima","Toni Servillo (Jep Gambardella), Carlo Verdone (Romano), Sabrina Ferilli (Ramona), Carlo Buccirosso (Lello Cava), Iaia Forte (Trumeau), Pamela Villoresi (Viola), Galatea Ranzi (Stefania), Franco Graziosi (Conte Colonna), Giorgio Pasotti (Stefano), Massimo Popolizio (Alfio Bracco), Sonia Gessner (Contessa Colonna), Luca Marinelli (Andrea), Serena Grandi (Lorena), Anna Della Rosa (Ragazza Esangue), Paolo Sorrentino (Director), Paolo Sorrentino (Screenwriter), Umberto Contarello (Screenwriter), Nicola Giuliano (Producer), Francesca Cima (Producer), Fabio Conversi (Co-Producer), Jérôme Seydoux (Co-Producer), Viola Prestieri (Executive Producer), Anna Maria Sambucco (Casting), Luca Bigazzi (Cinematographer), Emanuele Cecere (Sound Engineer), Stefania Cella (Production Design), Daniela Ciancio (Costume Design), Cristiano Travaglioli (Film Editing), Lele Marchitelli (Original Music)","Paolo Sorrentino, Umberto Contarello",,"May 21, 2015",,$2.8M,2h 22m,,"France 2 Cinéma, Indigo Films, Pathé Productions Inc., Babe Films, Medusa Film",,Scope (2.35:1),"
                    An aging writer bitterly recollects his passionate youth.
                ",91,certified-fresh,81,"Dazzlingly ambitious, beautifully filmed, and thoroughly enthralling, The Great Beauty offers virtuoso filmmaking from writer/director Paolo Sorrentino.",,
668,668,The Great Gatsby,2013,the_great_gatsby,https://www.rottentomatoes.com/m/the_great_gatsby_2013,PG-13 (Partying|Brief Language|Sexual Content|Smoking|Some Violent Images),Drama,English,Baz Luhrmann,"Baz Luhrmann, Catherine Martin, Douglas Wick, Lucy Fisher, Catherine Knapman","Leonardo DiCaprio (Jay Gatsby), Tobey Maguire (Nick Carraway), Carey Mulligan (Daisy Buchanan), Joel Edgerton (Tom Buchanan), Isla Fisher (Myrtle Wilson), Jason Clarke (George Wilson), Amitabh Bachchan (Meyer Wolfshiem), Elizabeth Debicki (Jordan Baker), Adelaide Clemens (Catherine), Vince Colosimo (Michaelis), Richard Carter (Herzog), Max Cullen (Owl Eyes), Steve Bisley (Dan Cody), David Furlong (Walter Chase), Callan McAuliffe (Teenage Jay Gatsby), Felix Williamson (Henri), Baz Luhrmann (Director), Baz Luhrmann (Screenwriter), Craig Pearce (Screenwriter), Baz Luhrmann (Producer), Catherine Martin (Producer), Douglas Wick (Producer), Lucy Fisher (Producer), Catherine Knapman (Producer), Barrie M. Osborne (Executive Producer), Bruce Berman (Executive Producer), Jay-Z (Executive Producer), Simon Duggan (Cinematographer), Matt Villa (Film Editing), Jason Ballantine (Film Editing), Jonathan Redmond (Film Editing), Craig Armstrong (Original Music), Catherine Martin (Production Design), Ian Gracie (Supervising Art Direction), Damien Drew (Art Director), Michael Turner (Art Director)","Baz Luhrmann, Craig Pearce","May 10, 2013 wide","Dec 14, 2015",,$144.8M,2h 22m,Warner Bros. Pictures,"Bazmark Films, Red Wagon Entertainment","SDDS, Dolby Digital, Datasat",,"
                    Midwest native Nick Carraway (Tobey Maguire) arrives in 1922 New York in search of the American dream. Nick, a would-be writer, moves in next-door to millionaire Jay Gatsby (Leonardo DiCaprio) and across the bay from his cousin Daisy (Carey Mulligan) and her philandering husband, Tom (Joel Edgerton). Thus, Nick becomes drawn into the captivating world of the wealthy and -- as he bears witness to their illusions and deceits -- pens a tale of impossible love, dreams, and tragedy.
                ",48,rotten,67,While certainly ambitious -- and every bit as visually dazzling as one might expect -- Baz Luhrmann's The Great Gatsby emphasizes visual splendor at the expense of its source material's vibrant heart.,,
669,669,The Gruffalo,2009,the_gruffalo,https://www.rottentomatoes.com/m/the_gruffalo,,"Kids & family, Fantasy, Adventure, Animation",English,"Max Lang, Jakob Schuh","Martin Pope, Michael Rose","Helena Bonham Carter (Mother Squirrel
                
            
            
                
                    
                        Voice), James Corden (Mouse
                
            
            
                
                    
                        Voice), Tom Wilkinson (Fox
                
            
            
                
                    
                        Voice), John Hurt (Owl
                
            
            
                
                    
                        Voice), Rob Brydon (Snake
                
            
            
                
                    
                        Voice), Robbie Coltrane (Gruffalo
                
            
            
                
                    
                        Voice), Sam Lewis (First Little Squirrel
                
            
            
                
                    
                        Voice), Phoebe Givron-Taylor (Second Little Squirrel
                
            
            
                
                    
                        Voice), Max Lang (Director), Jakob Schuh (Director), Julia Donaldson (Screenwriter), Jakob Schuh (Screenwriter), Max Lang (Screenwriter), Polly Hill (Executive Producer), Martin Pope (Producer), Michael Rose (Producer), René Aubry (Original Music), Ulli Hadding (Cinematographer), Hubert Märkl (Cinematographer), Robin Sales (Film Editing), Karen Lindsay-Stewart (Casting), Manuel Arenas (Production Design)","Julia Donaldson, Jakob Schuh, Max Lang",,"Nov 30, 2016",,,27m,,"Magic Light Pictures, British Broadcasting Corporation (BBC)",,,"
                    A cunning mouse goes for a walk through the forest and has to outwit a succession of predators.
                ",,,79,NaN,,
670,670,The Hand of God,2021,the_hand_of_god,https://www.rottentomatoes.com/m/the_hand_of_god,R (Sexual Content|Language|Brief Drug Use|Some Graphic Nudity),Drama,Italian,Paolo Sorrentino,"Lorenzo Mieli, Paolo Sorrentino","Filippo Scotti (Fabietto Schisa), Toni Servillo (Saverio Schisa), Teresa Saponangelo (Maria Schisa), Marlon Joubert (Marchino Schisa), Luisa Ranieri (Patrizia), Renato Carpentieri (Alfredo), Massimiliano Gallo (Franco), Betty Pedrazzi (Baronessa Focale), Paolo Sorrentino (Director), Paolo Sorrentino (Screenwriter), Lorenzo Mieli (Producer), Paolo Sorrentino (Producer), Riccardo Neri (Executive Producer), Daria D'Antonio (Cinematographer), Cristiano Travaglioli (Film Editor), Lele Marchitelli (Original Music), Carmine Guarino (Production Design), Saverio Sammali (Art Director), Mariano Tufano (Costume Designer), Massimo Appolloni (Casting)",Paolo Sorrentino,"Dec 3, 2021 limited","Dec 15, 2021",,,2h 10m,Netflix,"Film Commission Regione Campania, The Apartment Pictures, Regione Campania, Netflix",,,"
                    From Academy Award-winning writer and director Paolo Sorrentino (Il Divo, The Great Beauty, The Young Pope) comes the story of a boy, Fabietto Schisa, set in the tumultuous Naples of the 1980s. The Hand of God is a story full of unexpected joys, such as the arrival of football legend Diego Maradona, and an equally unexpected tragedy. Fate plays its part, joy and tragedy intertwine, and Fabietto's future is set in motion. Sorrentino returns to his hometown to tell his most personal story, a tale of fate and family, sports and cinema, love and loss.
                ",83,certified-fresh,76,"Although The Hand of God isn't Sorrentino's best work, this beautifully filmed coming-of-age story sings in a beguiling, albeit minor, key.",,
671,671,The Hateful Eight,2015,the_hateful_eight,https://www.rottentomatoes.com/m/the_hateful_eight,R (Some Graphic Nudity|Language|Strong Bloody Violence|Violent Sexual Content),Western,English,Quentin Tarantino,"Richard N. Gladstein, Stacey Sher, Shannon McIntosh","Samuel L. Jackson (Major Marquis Warren), Kurt Russell (John Ruth), Jennifer Jason Leigh (Daisy Domergue), Walton Goggins (Sheriff Chris Mannix), Demián Bichir (Bob), Tim Roth (Oswaldo Mobray), Michael Madsen (Joe Gage), Bruce Dern (General Sandy Smithers), James Parks (O.B Jackson), Dana Gourrier (Minnie), Zoe Bell (Six-Horse Judy), Lee Horsley (Ed), Gene Jones (Sweet Dave), Keith Jefferson (Charly), Craig Stark (Chester Charles Smithers), Belinda Owino (Gemma), Channing Tatum (Jody), Quentin Tarantino (Director), Quentin Tarantino (Screenwriter), Richard N. Gladstein (Producer), Stacey Sher (Producer), Shannon McIntosh (Producer), Bob Weinstein (Executive Producer), Harvey Weinstein (Executive Producer), Georgia Kacandes (Executive Producer), Robert Richardson (Cinematographer), Fred Raskin (Film Editing), Ennio Morricone (Original Music), Yohei Taneda (Production Design), Richard L. Johnson (Art Director), Rosemary Brandenburg (Set Decoration), Courtney Hoffman (Costume Design), Victoria Thomas (Casting)",Quentin Tarantino,"Dec 30, 2015 wide","Mar 2, 2017",,$54.1M,2h 48m,Weinstein Co.,A Band Apart,"Datasat, Dolby",,"
                    While racing toward the town of Red Rock in post-Civil War Wyoming, bounty hunter John ""The Hangman"" Ruth (Kurt Russell) and his fugitive prisoner (Jennifer Jason Leigh) encounter another bounty hunter (Samuel L. Jackson) and a man who claims to be a sheriff. Hoping to find shelter from a blizzard, the group travels to a stagecoach stopover located on a mountain pass. Greeted there by four strangers, the eight travelers soon learn that they may not make it to their destination after all.
                ",75,certified-fresh,77,"The Hateful Eight offers another well-aimed round from Quentin Tarantino's signature blend of action, humor, and over-the-top violence -- all while demonstrating an even stronger grip on his filmmaking craft.",,
672,672,The Help,2011,the_help,https://www.rottentomatoes.com/m/the_help,PG-13 (Thematic Material),Drama,English,Tate Taylor,"Brunson Green, Chris Columbus, Michael Barnathan","Viola Davis (Aibileen), Emma Stone (Skeeter), Bryce Dallas Howard (Hilly), Octavia Spencer (Minny), Jessica Chastain (Celia Foote), Allison Janney (Charlotte Phelan), Sissy Spacek (Missus Walters), Ahna O'Reilly (Elizabeth Leefolt), Anna Camp (Jolene French), Cicely Tyson (Constantine), Christopher Lowell (Stuart Whitworth), Mike Vogel (Johnny Foote), Aunjanue Ellis-Taylor (Yule Mae), Mary Steenburgen (Elaine Stein), Tate Taylor (Director), Tate Taylor (Screenwriter), Brunson Green (Producer), Chris Columbus (Producer), Michael Barnathan (Producer), Mark Radcliffe (Executive Producer), Tate Taylor (Executive Producer), L. Dean Jones Jr. (Executive Producer), Nate Berkus (Executive Producer), Jennifer Blum (Executive Producer), John Norris (Executive Producer), Jeff Skoll (Executive Producer), Stephen Goldblatt (Cinematographer), Mark Ricker (Production Design), Sharen Davis (Costume Design), Thomas Newman (Original Music), Mohammed Mubarak Al Mazrouel (Executive Producer)",Tate Taylor,"Aug 10, 2011 wide","Jan 1, 2014",,$169.7M,2h 26m,Walt Disney,"1492 Pictures, Harbinger Pictures","SDDS, Dolby Digital",,"
                    In 1960s Mississippi, Southern society girl Skeeter (Emma Stone) returns from college with dreams of being a writer. She turns her small town on its ear by choosing to interview the Black women who have spent their lives taking care of prominent white families. Only Aibileen (Viola Davis), the housekeeper of Skeeter's best friend, will talk at first. But as the pair continue the collaboration, more women decide to come forward, and as it turns out, they have quite a lot to say.
                ",76,certified-fresh,89,"Though it fails to fully engage with its racial themes, The Help rises on the strength of its cast -- particularly Viola Davis, whose performance is powerful enough to carry the film on its own.",,
673,673,The Hobbit: An Unexpected Journey,2012,the_hobbit_an_unexpected_journey,https://www.rottentomatoes.com/m/the_hobbit_an_unexpected_journey,PG-13 (Intense Action Violence|Frightening Images|Intense Fantasy Violence),"Fantasy, Adventure",English,Peter Jackson,"Carolynne Cunningham, Zane Weiner, Fran Walsh, Peter Jackson","Ian McKellen (Gandalf), Martin Freeman (Bilbo Baggins), Richard Armitage (Thorin Oakenshield), Ken Stott (Balin), Graham McTavish (Dwalin), William Kircher (Bifur), James Nesbitt (Bofur), Stephen Hunter (Bombur), Dean O'Gorman (Fili), Aidan Turner (Kili), John Callen (Oin), Peter Hambleton (Gloin), Jed Brophy (Nori), Mark Hadlow (Dori), Adam Brown (Ori), Ian Holm (Old Bilbo), Elijah Wood (Frodo), Hugo Weaving (Elrond), Cate Blanchett (Galadriel), Christopher Lee (Saruman), Peter Jackson (Director), Fran Walsh (Screenwriter), Philippa Boyens (Screenwriter), Peter Jackson (Screenwriter), Guillermo del Toro (Screenwriter), Carolynne Cunningham (Producer), Zane Weiner (Producer), Fran Walsh (Producer), Peter Jackson (Producer), Alan Horn (Executive Producer), Ken Kamins (Executive Producer), Toby Emmerich (Executive Producer), Carolyn Blackwood (Executive Producer), Andrew Lesnie (Cinematographer), Jabez Olssen (Film Editing), Howard Shore (Original Music), Dan Hennah (Production Design), Andy McLaren (Art Director), Brad Mill (Art Director), Brian Massey (Art Director)","Fran Walsh, Philippa Boyens, Peter Jackson, Guillermo del Toro","Dec 14, 2012 wide","Dec 11, 2015",,$303.0M,2h 49m,Warner Bros. Pictures,WingNut Films,"Dolby Digital, SDDS, Datasat",,"
                    Bilbo Baggins (Martin Freeman) lives a simple life with his fellow hobbits in the shire, until the wizard Gandalf (Ian McKellen) arrives and convinces him to join a group of dwarves on a quest to reclaim the kingdom of Erebor. The journey takes Bilbo on a path through treacherous lands swarming with orcs, goblins and other dangers, not the least of which is an encounter with Gollum (Andy Serkis) and a simple gold ring that is tied to the fate of Middle Earth in ways Bilbo cannot even fathom.
                ",64,fresh,83,"Peter Jackson's return to Middle-earth is an earnest, visually resplendent trip, but the film's deliberate pace robs the material of some of its majesty.",Lord of The Rings,
674,674,The Hobbit: The Battle of the Five Armies,2014,the_hobbit_the_battle_of_the_five_armies,https://www.rottentomatoes.com/m/the_hobbit_the_battle_of_the_five_armies,PG-13 (Intense Fantasy Action|Frightening Images|Intense Fantasy Violence),"Fantasy, Adventure, Action",English,Peter Jackson,"Carolynne Cunningham, Zane Weiner, Fran Walsh, Peter Jackson, Eric Monette","Ian McKellen (Gandalf), Martin Freeman (Bilbo), Richard Armitage (Thorin Oakenshield), Evangeline Lilly (Tauriel), Lee Pace (Thranduil), Luke Evans (Bard), Benedict Cumberbatch (Smaug
                
            
            
                
                    
                        Voice), Ken Stott (Balin), James Nesbitt (Bofur), Cate Blanchett (Galadriel), Ian Holm (Old Bilbo), Christopher Lee (Saruman), Hugo Weaving (Elrond), Orlando Bloom (Legolas), Stephen Fry (Master of Laketown), Peter Jackson (Director), Fran Walsh (Screenwriter), Philippa Boyens (Screenwriter), Peter Jackson (Screenwriter), Guillermo del Toro (Screenwriter), Carolynne Cunningham (Producer), Zane Weiner (Producer), Fran Walsh (Producer), Peter Jackson (Producer), Eric Monette (Producer), Toby Emmerich (Executive Producer), Alan Horn (Executive Producer), Carolyn Blackwood (Executive Producer), Ken Kamins (Executive Producer), Andrew Lesnie (Cinematographer), Jabez Olssen (Film Editing), Howard Shore (Original Music), Dan Hennah (Production Design), Andy McLaren (Art Director), Ben Milsom (Art Director)","Fran Walsh, Philippa Boyens, Peter Jackson, Guillermo del Toro","Dec 17, 2014 wide","Mar 3, 2015",,$255.1M,2h 24m,Warner Bros. Pictures,"3Foot7, WingNut Films, Metro-Goldwyn-Mayer (MGM), New Line Cinema","Datasat, Dolby Digital",,"
                    Having reclaimed Erebor and vast treasure from the dragon Smaug, Thorin Oakenshield (Richard Armitage) sacrifices friendship and honor in seeking the Arkenstone, despite Smaug's fiery wrath and desperate attempts by the Hobbit Bilbo (Martin Freeman) to make him see reason. Meanwhile, Sauron sends legions of Orcs in a sneak attack upon the Lonely Mountain. As the fate of Middle Earth hangs in the balance, the races of Men, Elves and Dwarves must decide whether to unite and prevail -- or all die.
                ",59,rotten,74,"Though somewhat overwhelmed by its own spectacle, The Hobbit: The Battle of the Five Armies ends Peter Jackson's second Middle-earth trilogy on a reasonably satisfying note.",Lord of The Rings,
675,675,The Hobbit: The Desolation of Smaug,2013,the_hobbit_the_desolation_of_smaug,https://www.rottentomatoes.com/m/the_hobbit_the_desolation_of_smaug,PG-13 (Frightening Images|Fantasy Action Violence),"Fantasy, Adventure",English,Peter Jackson,"Carolynne Cunningham, Zane Weiner, Fran Walsh, Peter Jackson","Ian McKellen (Gandalf), Martin Freeman (Bilbo Baggins), Richard Armitage (Thorin Oakenshield), Benedict Cumberbatch (Smaug
                
            
            
                
                    
                        Voice), Evangeline Lilly (Tauriel), Lee Pace (Thranduil), Luke Evans (Bard the Bowman), Ken Stott (Balin), James Nesbitt (Bofur), Orlando Bloom (Legolas), Cate Blanchett (Galadriel), Christopher Lee (Saruman), Hugo Weaving (Elrond), John Bell (Bain), Jed Brophy (Nori), Adam Brown (Ori), John Callen (Oin), Stephen Fry (Master of Laketown), Ryan Gage (Alfrid), Mark Hadlow (Dori), Peter Jackson (Director), Fran Walsh (Screenwriter), Philippa Boyens (Screenwriter), Peter Jackson (Screenwriter), Guillermo del Toro (Screenwriter), Alan Horn (Executive Producer), Toby Emmerich (Executive Producer), Ken Kamins (Executive Producer), Carolyn Blackwood (Executive Producer), Carolynne Cunningham (Producer), Zane Weiner (Producer), Fran Walsh (Producer), Peter Jackson (Producer), Andrew Lesnie (Cinematographer), Dan Hennah (Production Design), Jabez Olssen (Film Editing), Howard Shore (Original Music), Andy McLaren (Art Director), Ben Milsom (Art Director), Ra Vincent (Set Decoration)","Fran Walsh, Philippa Boyens, Peter Jackson, Guillermo del Toro","Dec 13, 2013 wide","Sep 25, 2014",,$258.4M,2h 40m,Warner Bros. Pictures,"Metro-Goldwyn-Mayer (MGM), WingNut Films, New Line Cinema","Datasat, Dolby Digital",,"
                    Having survived the first part of their unsettling journey, Bilbo Baggins (Martin Freeman) and his companions (Ian McKellen, Richard Armitage) continue east. More dangers await them, including the skin-changer Beorn and the giant spiders of Milkwood. After escaping capture by the dangerous Wood Elves, Bilbo and the dwarves journey to Lake-town and, finally, to the Lonely Mountain, where they face the greatest danger of all: the fearsome dragon Smaug (Benedict Cumberbatch).
                ",75,certified-fresh,85,"While still slightly hamstrung by ""middle chapter"" narrative problems and its formidable length, The Desolation of Smaug represents a more confident, exciting second chapter for the Hobbit series.",Lord of The Rings,
676,676,The Holdovers,2023,the_holdovers,https://www.rottentomatoes.com/m/the_holdovers,R (Language|Brief Sexual Material|Some Drug Use),"Holiday, Comedy, Drama",English,Alexander Payne,"Mark Johnson, Bill Block, David Hemingson","Paul Giamatti (Paul Hunham), Da'Vine Joy Randolph (Mary Lamb), Dominic Sessa (Angus Tully), Carrie Preston (Miss Lydia Crane), Andrew Garman (Dr. Hardy Woodrup), Tate Donovan (Stanley Clotfelter), Gillian Vigman (Judy Clotfelter), Brady Hepner (Teddy Kountze), Naheem Garcia (Danny), Jim Kaplan (Ye-Joon Park), Alexander Cook (Priest, 
                
                    Bartender), Michael Provost (Jason Smith), Melissa McMeekin (Hooker), Ian Dolley (Alex Ollerman), Kelly AuCoin (Hugh Cavanaugh), Darby Lee-Stack (Elise), Stephen Thorne (Thomas Tully), Alexander Payne (Director), David Hemingson (Screenwriter), Mark Johnson (Producer), Bill Block (Producer), David Hemingson (Producer), Andrew Golov (Executive Producer), Thom Zadra (Executive Producer), Chris Stinson (Executive Producer), Tom Williams (Executive Producer), Eigil Bryld (Cinematographer), Kevin Tent (Film Editing), Mark Orton (Original Music), Ryan Warren Smith (Production Design), Jeremy Woolsey (Art Director), Markus Wittman (Set Decoration), Wendy Chuck (Costume Design), Susan Shopmaker (Casting)",David Hemingson,"Nov 10, 2023 wide","Nov 28, 2023",,$20.3M,2h 13m,Focus Features,"Miramax, Gran Via",Dolby Digital,Flat (1.66:1),"
                    From acclaimed director Alexander Payne, THE HOLDOVERS follows a curmudgeonly instructor (Paul Giamatti) at a New England prep school who is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually he forms an unlikely bond with one of them -- a damaged, brainy troublemaker (newcomer Dominic Sessa) -- and with the school's head cook, who has just lost a son in Vietnam (Da'Vine Joy Randolph).
                ",97,certified-fresh,92,"Beautifully bittersweet, The Holdovers marks a satisfying return to form for director Alexander Payne.",,
677,677,The House of Small Cubes,2008,la-maison-en-petits-cubes,https://www.rottentomatoes.com/m/la-maison-en-petits-cubes,,"Drama, Animation",Japanese,Kunio Katô,"Masanori Kusakabe, Yuko Shin","Masami Nagasawa (Narration
                
            
            
                
                    
                        Narrator), Kunio Katô (Director), Kunio Katô (Screenwriter), Masanori Kusakabe (Producer), Yuko Shin (Producer), Kenji Kondô (Original Music), Kunio Katô (Cinematographer), Kunio Katô (Film Editing)",Kunio Katô,,"Apr 4, 2017",,,12m,,Robot Communications,,,"
                    To save his house from rising flood waters, an old man uses bricks to build it higher, then he relives events from his past while searching for his dropped pipe.
                ",,,92,NaN,,
678,678,The Hunt,2012,the_hunt,https://www.rottentomatoes.com/m/the_hunt_2012,,"Horror, Mystery & thriller",French (Canada),Thomas Szczepanski,"Jessica Ask, Madeleine Ekman","Zuriel De Peslouan (Alex), Jellali Mouina (), Sarah Lucide (), Thomas Szczepanski (Director), Tobias Lindholm (Writer), Jessica Ask (Producer), Madeleine Ekman (Producer)",Tobias Lindholm,,"Jan 16, 2017",,,1h 14m,,,,,"
                    Alex, a journalist, is ordered to investigate a sensational story to boost his magazine's sales. He quickly becomes caught up in a gruesome game of death as he is forced to hunt down innocent people.
                ",83,fresh,,NaN,,
